PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=355 ttl=64 time=0.148 ms
64 bytes from 10.0.0.2: icmp_seq=356 ttl=64 time=4.99 ms
64 bytes from 10.0.0.2: icmp_seq=357 ttl=64 time=2.22 ms
64 bytes from 10.0.0.2: icmp_seq=358 ttl=64 time=0.164 ms
64 bytes from 10.0.0.2: icmp_seq=359 ttl=64 time=1.70 ms
64 bytes from 10.0.0.2: icmp_seq=360 ttl=64 time=0.343 ms
64 bytes from 10.0.0.2: icmp_seq=361 ttl=64 time=0.162 ms
64 bytes from 10.0.0.2: icmp_seq=362 ttl=64 time=2.45 ms
64 bytes from 10.0.0.2: icmp_seq=363 ttl=64 time=8.15 ms
64 bytes from 10.0.0.2: icmp_seq=364 ttl=64 time=2.97 ms
64 bytes from 10.0.0.2: icmp_seq=365 ttl=64 time=0.112 ms
64 bytes from 10.0.0.2: icmp_seq=366 ttl=64 time=1.26 ms
64 bytes from 10.0.0.2: icmp_seq=367 ttl=64 time=0.259 ms
64 bytes from 10.0.0.2: icmp_seq=368 ttl=64 time=0.128 ms
64 bytes from 10.0.0.2: icmp_seq=369 ttl=64 time=8.40 ms
64 bytes from 10.0.0.2: icmp_seq=370 ttl=64 time=0.235 ms
64 bytes from 10.0.0.2: icmp_seq=371 ttl=64 time=0.202 ms
64 bytes from 10.0.0.2: icmp_seq=372 ttl=64 time=1.74 ms
64 bytes from 10.0.0.2: icmp_seq=373 ttl=64 time=0.149 ms
64 bytes from 10.0.0.2: icmp_seq=374 ttl=64 time=2.83 ms
64 bytes from 10.0.0.2: icmp_seq=375 ttl=64 time=0.149 ms
64 bytes from 10.0.0.2: icmp_seq=376 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=377 ttl=64 time=1.87 ms
64 bytes from 10.0.0.2: icmp_seq=378 ttl=64 time=2.74 ms
64 bytes from 10.0.0.2: icmp_seq=379 ttl=64 time=0.313 ms
64 bytes from 10.0.0.2: icmp_seq=380 ttl=64 time=2.65 ms
64 bytes from 10.0.0.2: icmp_seq=381 ttl=64 time=8.29 ms
64 bytes from 10.0.0.2: icmp_seq=382 ttl=64 time=1.66 ms
64 bytes from 10.0.0.2: icmp_seq=383 ttl=64 time=1.31 ms
64 bytes from 10.0.0.2: icmp_seq=384 ttl=64 time=0.121 ms
64 bytes from 10.0.0.2: icmp_seq=385 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=386 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=387 ttl=64 time=0.239 ms
64 bytes from 10.0.0.2: icmp_seq=388 ttl=64 time=14.6 ms
64 bytes from 10.0.0.2: icmp_seq=389 ttl=64 time=2.22 ms
64 bytes from 10.0.0.2: icmp_seq=390 ttl=64 time=2.85 ms
64 bytes from 10.0.0.2: icmp_seq=391 ttl=64 time=0.255 ms
64 bytes from 10.0.0.2: icmp_seq=392 ttl=64 time=0.306 ms
64 bytes from 10.0.0.2: icmp_seq=393 ttl=64 time=0.706 ms
64 bytes from 10.0.0.2: icmp_seq=394 ttl=64 time=2.02 ms
64 bytes from 10.0.0.2: icmp_seq=395 ttl=64 time=0.432 ms
64 bytes from 10.0.0.2: icmp_seq=396 ttl=64 time=0.296 ms
64 bytes from 10.0.0.2: icmp_seq=397 ttl=64 time=1.14 ms
64 bytes from 10.0.0.2: icmp_seq=398 ttl=64 time=16.5 ms
64 bytes from 10.0.0.2: icmp_seq=399 ttl=64 time=0.790 ms
64 bytes from 10.0.0.2: icmp_seq=400 ttl=64 time=0.328 ms
64 bytes from 10.0.0.2: icmp_seq=401 ttl=64 time=0.858 ms
64 bytes from 10.0.0.2: icmp_seq=402 ttl=64 time=12.0 ms
64 bytes from 10.0.0.2: icmp_seq=403 ttl=64 time=3.25 ms
64 bytes from 10.0.0.2: icmp_seq=404 ttl=64 time=5.92 ms
64 bytes from 10.0.0.2: icmp_seq=405 ttl=64 time=2.54 ms
64 bytes from 10.0.0.2: icmp_seq=406 ttl=64 time=0.441 ms
64 bytes from 10.0.0.2: icmp_seq=407 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=408 ttl=64 time=2.86 ms
64 bytes from 10.0.0.2: icmp_seq=409 ttl=64 time=0.134 ms
64 bytes from 10.0.0.2: icmp_seq=410 ttl=64 time=2.96 ms
64 bytes from 10.0.0.2: icmp_seq=411 ttl=64 time=1.24 ms
64 bytes from 10.0.0.2: icmp_seq=412 ttl=64 time=2.85 ms
64 bytes from 10.0.0.2: icmp_seq=413 ttl=64 time=1.53 ms
64 bytes from 10.0.0.2: icmp_seq=414 ttl=64 time=0.248 ms
64 bytes from 10.0.0.2: icmp_seq=415 ttl=64 time=9.78 ms
64 bytes from 10.0.0.2: icmp_seq=416 ttl=64 time=0.133 ms
64 bytes from 10.0.0.2: icmp_seq=417 ttl=64 time=1.02 ms
64 bytes from 10.0.0.2: icmp_seq=418 ttl=64 time=0.342 ms
64 bytes from 10.0.0.2: icmp_seq=419 ttl=64 time=0.195 ms
64 bytes from 10.0.0.2: icmp_seq=420 ttl=64 time=0.237 ms
64 bytes from 10.0.0.2: icmp_seq=421 ttl=64 time=0.315 ms
64 bytes from 10.0.0.2: icmp_seq=422 ttl=64 time=0.867 ms
64 bytes from 10.0.0.2: icmp_seq=423 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=424 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=425 ttl=64 time=3.01 ms
64 bytes from 10.0.0.2: icmp_seq=426 ttl=64 time=0.313 ms
64 bytes from 10.0.0.2: icmp_seq=427 ttl=64 time=0.652 ms
64 bytes from 10.0.0.2: icmp_seq=428 ttl=64 time=14.5 ms
64 bytes from 10.0.0.2: icmp_seq=429 ttl=64 time=1.98 ms
64 bytes from 10.0.0.2: icmp_seq=430 ttl=64 time=0.330 ms
64 bytes from 10.0.0.2: icmp_seq=431 ttl=64 time=8.40 ms
64 bytes from 10.0.0.2: icmp_seq=432 ttl=64 time=0.121 ms
64 bytes from 10.0.0.2: icmp_seq=433 ttl=64 time=0.189 ms
64 bytes from 10.0.0.2: icmp_seq=434 ttl=64 time=0.996 ms
64 bytes from 10.0.0.2: icmp_seq=435 ttl=64 time=0.939 ms
64 bytes from 10.0.0.2: icmp_seq=436 ttl=64 time=1.31 ms
64 bytes from 10.0.0.2: icmp_seq=437 ttl=64 time=2.52 ms
64 bytes from 10.0.0.2: icmp_seq=438 ttl=64 time=1.88 ms
64 bytes from 10.0.0.2: icmp_seq=439 ttl=64 time=0.294 ms
64 bytes from 10.0.0.2: icmp_seq=440 ttl=64 time=6.28 ms
64 bytes from 10.0.0.2: icmp_seq=441 ttl=64 time=0.104 ms
64 bytes from 10.0.0.2: icmp_seq=442 ttl=64 time=0.340 ms
64 bytes from 10.0.0.2: icmp_seq=443 ttl=64 time=6.64 ms
64 bytes from 10.0.0.2: icmp_seq=444 ttl=64 time=0.227 ms
64 bytes from 10.0.0.2: icmp_seq=445 ttl=64 time=1.24 ms
64 bytes from 10.0.0.2: icmp_seq=446 ttl=64 time=2.41 ms
64 bytes from 10.0.0.2: icmp_seq=447 ttl=64 time=0.182 ms
64 bytes from 10.0.0.2: icmp_seq=448 ttl=64 time=0.208 ms
64 bytes from 10.0.0.2: icmp_seq=449 ttl=64 time=0.164 ms
64 bytes from 10.0.0.2: icmp_seq=450 ttl=64 time=0.966 ms
64 bytes from 10.0.0.2: icmp_seq=451 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=452 ttl=64 time=5.28 ms
64 bytes from 10.0.0.2: icmp_seq=453 ttl=64 time=0.118 ms
64 bytes from 10.0.0.2: icmp_seq=454 ttl=64 time=0.115 ms
64 bytes from 10.0.0.2: icmp_seq=455 ttl=64 time=1.65 ms
64 bytes from 10.0.0.2: icmp_seq=456 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=457 ttl=64 time=0.180 ms
64 bytes from 10.0.0.2: icmp_seq=458 ttl=64 time=1.46 ms
64 bytes from 10.0.0.2: icmp_seq=459 ttl=64 time=0.153 ms
64 bytes from 10.0.0.2: icmp_seq=460 ttl=64 time=5.47 ms
64 bytes from 10.0.0.2: icmp_seq=461 ttl=64 time=0.147 ms
64 bytes from 10.0.0.2: icmp_seq=462 ttl=64 time=6.96 ms
64 bytes from 10.0.0.2: icmp_seq=463 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=464 ttl=64 time=1.10 ms
64 bytes from 10.0.0.2: icmp_seq=465 ttl=64 time=0.344 ms
64 bytes from 10.0.0.2: icmp_seq=466 ttl=64 time=1.64 ms
64 bytes from 10.0.0.2: icmp_seq=467 ttl=64 time=0.643 ms
64 bytes from 10.0.0.2: icmp_seq=468 ttl=64 time=1.58 ms
64 bytes from 10.0.0.2: icmp_seq=469 ttl=64 time=1.64 ms
64 bytes from 10.0.0.2: icmp_seq=470 ttl=64 time=0.177 ms
64 bytes from 10.0.0.2: icmp_seq=471 ttl=64 time=0.200 ms
64 bytes from 10.0.0.2: icmp_seq=472 ttl=64 time=7.71 ms
64 bytes from 10.0.0.2: icmp_seq=473 ttl=64 time=1.01 ms
64 bytes from 10.0.0.2: icmp_seq=474 ttl=64 time=2.00 ms
64 bytes from 10.0.0.2: icmp_seq=475 ttl=64 time=0.139 ms
64 bytes from 10.0.0.2: icmp_seq=476 ttl=64 time=1.60 ms
64 bytes from 10.0.0.2: icmp_seq=477 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_seq=478 ttl=64 time=14.5 ms
64 bytes from 10.0.0.2: icmp_seq=479 ttl=64 time=0.556 ms
64 bytes from 10.0.0.2: icmp_seq=480 ttl=64 time=0.112 ms
64 bytes from 10.0.0.2: icmp_seq=481 ttl=64 time=0.160 ms
64 bytes from 10.0.0.2: icmp_seq=482 ttl=64 time=2.35 ms
64 bytes from 10.0.0.2: icmp_seq=483 ttl=64 time=0.150 ms
64 bytes from 10.0.0.2: icmp_seq=484 ttl=64 time=0.147 ms
64 bytes from 10.0.0.2: icmp_seq=485 ttl=64 time=0.368 ms
64 bytes from 10.0.0.2: icmp_seq=486 ttl=64 time=2.93 ms
64 bytes from 10.0.0.2: icmp_seq=487 ttl=64 time=1.91 ms
64 bytes from 10.0.0.2: icmp_seq=488 ttl=64 time=2.01 ms
64 bytes from 10.0.0.2: icmp_seq=489 ttl=64 time=0.084 ms
64 bytes from 10.0.0.2: icmp_seq=490 ttl=64 time=0.380 ms
64 bytes from 10.0.0.2: icmp_seq=491 ttl=64 time=1.97 ms
64 bytes from 10.0.0.2: icmp_seq=492 ttl=64 time=0.277 ms
64 bytes from 10.0.0.2: icmp_seq=493 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=494 ttl=64 time=0.092 ms
64 bytes from 10.0.0.2: icmp_seq=495 ttl=64 time=2.17 ms
64 bytes from 10.0.0.2: icmp_seq=496 ttl=64 time=17.7 ms
64 bytes from 10.0.0.2: icmp_seq=497 ttl=64 time=2.09 ms
64 bytes from 10.0.0.2: icmp_seq=498 ttl=64 time=0.158 ms
64 bytes from 10.0.0.2: icmp_seq=499 ttl=64 time=7.03 ms
64 bytes from 10.0.0.2: icmp_seq=500 ttl=64 time=2.92 ms
64 bytes from 10.0.0.2: icmp_seq=501 ttl=64 time=0.180 ms
64 bytes from 10.0.0.2: icmp_seq=502 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=503 ttl=64 time=0.914 ms
64 bytes from 10.0.0.2: icmp_seq=504 ttl=64 time=0.293 ms
64 bytes from 10.0.0.2: icmp_seq=505 ttl=64 time=2.13 ms
64 bytes from 10.0.0.2: icmp_seq=506 ttl=64 time=1.70 ms
64 bytes from 10.0.0.2: icmp_seq=507 ttl=64 time=0.156 ms
64 bytes from 10.0.0.2: icmp_seq=508 ttl=64 time=1.16 ms
64 bytes from 10.0.0.2: icmp_seq=509 ttl=64 time=0.155 ms
64 bytes from 10.0.0.2: icmp_seq=510 ttl=64 time=5.83 ms
64 bytes from 10.0.0.2: icmp_seq=511 ttl=64 time=0.094 ms
64 bytes from 10.0.0.2: icmp_seq=512 ttl=64 time=0.265 ms
64 bytes from 10.0.0.2: icmp_seq=513 ttl=64 time=1.52 ms
64 bytes from 10.0.0.2: icmp_seq=514 ttl=64 time=0.197 ms
64 bytes from 10.0.0.2: icmp_seq=515 ttl=64 time=1.60 ms
64 bytes from 10.0.0.2: icmp_seq=516 ttl=64 time=0.299 ms
64 bytes from 10.0.0.2: icmp_seq=517 ttl=64 time=0.134 ms
64 bytes from 10.0.0.2: icmp_seq=518 ttl=64 time=1.48 ms
64 bytes from 10.0.0.2: icmp_seq=519 ttl=64 time=3.02 ms
64 bytes from 10.0.0.2: icmp_seq=520 ttl=64 time=0.174 ms
64 bytes from 10.0.0.2: icmp_seq=521 ttl=64 time=0.163 ms
64 bytes from 10.0.0.2: icmp_seq=522 ttl=64 time=3.69 ms
64 bytes from 10.0.0.2: icmp_seq=523 ttl=64 time=0.173 ms
64 bytes from 10.0.0.2: icmp_seq=524 ttl=64 time=2.65 ms
64 bytes from 10.0.0.2: icmp_seq=525 ttl=64 time=0.284 ms
64 bytes from 10.0.0.2: icmp_seq=526 ttl=64 time=0.211 ms
64 bytes from 10.0.0.2: icmp_seq=527 ttl=64 time=2.49 ms
64 bytes from 10.0.0.2: icmp_seq=528 ttl=64 time=0.169 ms
64 bytes from 10.0.0.2: icmp_seq=529 ttl=64 time=0.394 ms
64 bytes from 10.0.0.2: icmp_seq=530 ttl=64 time=11.4 ms
64 bytes from 10.0.0.2: icmp_seq=531 ttl=64 time=2.17 ms
64 bytes from 10.0.0.2: icmp_seq=532 ttl=64 time=0.124 ms
64 bytes from 10.0.0.2: icmp_seq=533 ttl=64 time=0.243 ms
64 bytes from 10.0.0.2: icmp_seq=534 ttl=64 time=1.33 ms
64 bytes from 10.0.0.2: icmp_seq=535 ttl=64 time=2.47 ms
64 bytes from 10.0.0.2: icmp_seq=536 ttl=64 time=0.225 ms
64 bytes from 10.0.0.2: icmp_seq=537 ttl=64 time=2.57 ms
64 bytes from 10.0.0.2: icmp_seq=538 ttl=64 time=0.637 ms
64 bytes from 10.0.0.2: icmp_seq=539 ttl=64 time=0.360 ms
64 bytes from 10.0.0.2: icmp_seq=540 ttl=64 time=1.26 ms
64 bytes from 10.0.0.2: icmp_seq=541 ttl=64 time=0.166 ms
64 bytes from 10.0.0.2: icmp_seq=542 ttl=64 time=0.394 ms
64 bytes from 10.0.0.2: icmp_seq=543 ttl=64 time=2.36 ms
64 bytes from 10.0.0.2: icmp_seq=544 ttl=64 time=0.158 ms
64 bytes from 10.0.0.2: icmp_seq=545 ttl=64 time=0.243 ms
64 bytes from 10.0.0.2: icmp_seq=546 ttl=64 time=1.46 ms
64 bytes from 10.0.0.2: icmp_seq=547 ttl=64 time=1.80 ms
64 bytes from 10.0.0.2: icmp_seq=548 ttl=64 time=0.349 ms
64 bytes from 10.0.0.2: icmp_seq=549 ttl=64 time=0.514 ms
64 bytes from 10.0.0.2: icmp_seq=550 ttl=64 time=8.47 ms
64 bytes from 10.0.0.2: icmp_seq=551 ttl=64 time=0.127 ms
64 bytes from 10.0.0.2: icmp_seq=552 ttl=64 time=1.76 ms
64 bytes from 10.0.0.2: icmp_seq=553 ttl=64 time=2.20 ms
64 bytes from 10.0.0.2: icmp_seq=554 ttl=64 time=1.12 ms
64 bytes from 10.0.0.2: icmp_seq=555 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=556 ttl=64 time=0.197 ms
64 bytes from 10.0.0.2: icmp_seq=557 ttl=64 time=5.53 ms
64 bytes from 10.0.0.2: icmp_seq=558 ttl=64 time=5.82 ms
64 bytes from 10.0.0.2: icmp_seq=559 ttl=64 time=1.77 ms
64 bytes from 10.0.0.2: icmp_seq=560 ttl=64 time=6.69 ms
64 bytes from 10.0.0.2: icmp_seq=561 ttl=64 time=1.25 ms
64 bytes from 10.0.0.2: icmp_seq=562 ttl=64 time=0.324 ms
64 bytes from 10.0.0.2: icmp_seq=563 ttl=64 time=0.563 ms
64 bytes from 10.0.0.2: icmp_seq=564 ttl=64 time=1.53 ms
64 bytes from 10.0.0.2: icmp_seq=565 ttl=64 time=0.746 ms
64 bytes from 10.0.0.2: icmp_seq=566 ttl=64 time=2.35 ms
64 bytes from 10.0.0.2: icmp_seq=567 ttl=64 time=0.154 ms
64 bytes from 10.0.0.2: icmp_seq=568 ttl=64 time=0.150 ms
64 bytes from 10.0.0.2: icmp_seq=569 ttl=64 time=9.56 ms
64 bytes from 10.0.0.2: icmp_seq=570 ttl=64 time=1.12 ms
64 bytes from 10.0.0.2: icmp_seq=571 ttl=64 time=0.168 ms
64 bytes from 10.0.0.2: icmp_seq=572 ttl=64 time=3.65 ms
64 bytes from 10.0.0.2: icmp_seq=573 ttl=64 time=6.34 ms
64 bytes from 10.0.0.2: icmp_seq=574 ttl=64 time=0.210 ms
64 bytes from 10.0.0.2: icmp_seq=575 ttl=64 time=1.39 ms
64 bytes from 10.0.0.2: icmp_seq=576 ttl=64 time=1.63 ms
64 bytes from 10.0.0.2: icmp_seq=577 ttl=64 time=8.57 ms
64 bytes from 10.0.0.2: icmp_seq=578 ttl=64 time=0.345 ms
64 bytes from 10.0.0.2: icmp_seq=579 ttl=64 time=0.148 ms
64 bytes from 10.0.0.2: icmp_seq=580 ttl=64 time=3.48 ms
64 bytes from 10.0.0.2: icmp_seq=581 ttl=64 time=2.77 ms
64 bytes from 10.0.0.2: icmp_seq=582 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=583 ttl=64 time=1.65 ms
64 bytes from 10.0.0.2: icmp_seq=584 ttl=64 time=0.149 ms
64 bytes from 10.0.0.2: icmp_seq=585 ttl=64 time=2.14 ms
64 bytes from 10.0.0.2: icmp_seq=586 ttl=64 time=1.06 ms
64 bytes from 10.0.0.2: icmp_seq=587 ttl=64 time=2.12 ms
64 bytes from 10.0.0.2: icmp_seq=588 ttl=64 time=1.84 ms
64 bytes from 10.0.0.2: icmp_seq=589 ttl=64 time=0.297 ms
64 bytes from 10.0.0.2: icmp_seq=590 ttl=64 time=0.966 ms
64 bytes from 10.0.0.2: icmp_seq=591 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=592 ttl=64 time=9.15 ms
64 bytes from 10.0.0.2: icmp_seq=593 ttl=64 time=0.159 ms
64 bytes from 10.0.0.2: icmp_seq=594 ttl=64 time=1.61 ms
64 bytes from 10.0.0.2: icmp_seq=595 ttl=64 time=0.105 ms
64 bytes from 10.0.0.2: icmp_seq=596 ttl=64 time=0.177 ms
64 bytes from 10.0.0.2: icmp_seq=597 ttl=64 time=0.081 ms
64 bytes from 10.0.0.2: icmp_seq=598 ttl=64 time=0.119 ms
64 bytes from 10.0.0.2: icmp_seq=599 ttl=64 time=0.486 ms
64 bytes from 10.0.0.2: icmp_seq=600 ttl=64 time=1.80 ms
64 bytes from 10.0.0.2: icmp_seq=601 ttl=64 time=1.19 ms
64 bytes from 10.0.0.2: icmp_seq=602 ttl=64 time=1.63 ms
64 bytes from 10.0.0.2: icmp_seq=603 ttl=64 time=5.02 ms
64 bytes from 10.0.0.2: icmp_seq=604 ttl=64 time=2.29 ms
64 bytes from 10.0.0.2: icmp_seq=605 ttl=64 time=2.52 ms
64 bytes from 10.0.0.2: icmp_seq=606 ttl=64 time=0.918 ms
64 bytes from 10.0.0.2: icmp_seq=607 ttl=64 time=0.188 ms
64 bytes from 10.0.0.2: icmp_seq=608 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=609 ttl=64 time=2.79 ms
64 bytes from 10.0.0.2: icmp_seq=610 ttl=64 time=2.20 ms
64 bytes from 10.0.0.2: icmp_seq=611 ttl=64 time=0.982 ms
64 bytes from 10.0.0.2: icmp_seq=612 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=613 ttl=64 time=0.113 ms
64 bytes from 10.0.0.2: icmp_seq=614 ttl=64 time=9.84 ms
64 bytes from 10.0.0.2: icmp_seq=615 ttl=64 time=0.208 ms
64 bytes from 10.0.0.2: icmp_seq=616 ttl=64 time=0.648 ms
64 bytes from 10.0.0.2: icmp_seq=617 ttl=64 time=2.01 ms
64 bytes from 10.0.0.2: icmp_seq=618 ttl=64 time=0.311 ms
64 bytes from 10.0.0.2: icmp_seq=619 ttl=64 time=0.257 ms
64 bytes from 10.0.0.2: icmp_seq=620 ttl=64 time=7.17 ms
64 bytes from 10.0.0.2: icmp_seq=621 ttl=64 time=0.117 ms
64 bytes from 10.0.0.2: icmp_seq=622 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=623 ttl=64 time=0.090 ms
64 bytes from 10.0.0.2: icmp_seq=624 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=625 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=626 ttl=64 time=0.935 ms
64 bytes from 10.0.0.2: icmp_seq=627 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_seq=628 ttl=64 time=0.681 ms
64 bytes from 10.0.0.2: icmp_seq=629 ttl=64 time=1.27 ms
64 bytes from 10.0.0.2: icmp_seq=630 ttl=64 time=1.83 ms
64 bytes from 10.0.0.2: icmp_seq=631 ttl=64 time=1.33 ms
64 bytes from 10.0.0.2: icmp_seq=632 ttl=64 time=0.942 ms
64 bytes from 10.0.0.2: icmp_seq=633 ttl=64 time=0.176 ms
64 bytes from 10.0.0.2: icmp_seq=634 ttl=64 time=1.48 ms
64 bytes from 10.0.0.2: icmp_seq=635 ttl=64 time=2.10 ms
64 bytes from 10.0.0.2: icmp_seq=636 ttl=64 time=0.118 ms
64 bytes from 10.0.0.2: icmp_seq=637 ttl=64 time=2.24 ms
64 bytes from 10.0.0.2: icmp_seq=638 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_seq=639 ttl=64 time=0.569 ms
64 bytes from 10.0.0.2: icmp_seq=640 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=641 ttl=64 time=0.108 ms
64 bytes from 10.0.0.2: icmp_seq=642 ttl=64 time=0.662 ms
64 bytes from 10.0.0.2: icmp_seq=643 ttl=64 time=1.74 ms
64 bytes from 10.0.0.2: icmp_seq=644 ttl=64 time=2.12 ms
64 bytes from 10.0.0.2: icmp_seq=645 ttl=64 time=0.139 ms
64 bytes from 10.0.0.2: icmp_seq=646 ttl=64 time=0.188 ms
64 bytes from 10.0.0.2: icmp_seq=647 ttl=64 time=2.46 ms
64 bytes from 10.0.0.2: icmp_seq=648 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=649 ttl=64 time=0.915 ms
64 bytes from 10.0.0.2: icmp_seq=650 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=651 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=652 ttl=64 time=1.30 ms
64 bytes from 10.0.0.2: icmp_seq=653 ttl=64 time=0.145 ms
64 bytes from 10.0.0.2: icmp_seq=654 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=655 ttl=64 time=0.139 ms
64 bytes from 10.0.0.2: icmp_seq=656 ttl=64 time=3.00 ms
64 bytes from 10.0.0.2: icmp_seq=657 ttl=64 time=2.93 ms
64 bytes from 10.0.0.2: icmp_seq=658 ttl=64 time=0.135 ms
64 bytes from 10.0.0.2: icmp_seq=659 ttl=64 time=2.42 ms
64 bytes from 10.0.0.2: icmp_seq=660 ttl=64 time=2.61 ms
64 bytes from 10.0.0.2: icmp_seq=661 ttl=64 time=0.132 ms
64 bytes from 10.0.0.2: icmp_seq=662 ttl=64 time=1.73 ms
64 bytes from 10.0.0.2: icmp_seq=663 ttl=64 time=1.90 ms
64 bytes from 10.0.0.2: icmp_seq=664 ttl=64 time=0.775 ms
64 bytes from 10.0.0.2: icmp_seq=665 ttl=64 time=0.122 ms
64 bytes from 10.0.0.2: icmp_seq=666 ttl=64 time=3.01 ms
64 bytes from 10.0.0.2: icmp_seq=667 ttl=64 time=3.69 ms
64 bytes from 10.0.0.2: icmp_seq=668 ttl=64 time=3.98 ms
64 bytes from 10.0.0.2: icmp_seq=669 ttl=64 time=4.09 ms
64 bytes from 10.0.0.2: icmp_seq=670 ttl=64 time=1.03 ms
64 bytes from 10.0.0.2: icmp_seq=671 ttl=64 time=3.52 ms
64 bytes from 10.0.0.2: icmp_seq=672 ttl=64 time=1.91 ms
64 bytes from 10.0.0.2: icmp_seq=673 ttl=64 time=0.096 ms
64 bytes from 10.0.0.2: icmp_seq=674 ttl=64 time=0.140 ms
64 bytes from 10.0.0.2: icmp_seq=675 ttl=64 time=12.3 ms
64 bytes from 10.0.0.2: icmp_seq=676 ttl=64 time=2.12 ms
64 bytes from 10.0.0.2: icmp_seq=677 ttl=64 time=0.155 ms
64 bytes from 10.0.0.2: icmp_seq=678 ttl=64 time=2.71 ms
64 bytes from 10.0.0.2: icmp_seq=679 ttl=64 time=0.195 ms
64 bytes from 10.0.0.2: icmp_seq=680 ttl=64 time=2.99 ms
64 bytes from 10.0.0.2: icmp_seq=681 ttl=64 time=2.14 ms
64 bytes from 10.0.0.2: icmp_seq=682 ttl=64 time=0.902 ms
64 bytes from 10.0.0.2: icmp_seq=683 ttl=64 time=1.16 ms
64 bytes from 10.0.0.2: icmp_seq=684 ttl=64 time=0.083 ms
64 bytes from 10.0.0.2: icmp_seq=685 ttl=64 time=1.31 ms
64 bytes from 10.0.0.2: icmp_seq=686 ttl=64 time=16.2 ms
64 bytes from 10.0.0.2: icmp_seq=687 ttl=64 time=1.81 ms
64 bytes from 10.0.0.2: icmp_seq=688 ttl=64 time=1.14 ms
64 bytes from 10.0.0.2: icmp_seq=689 ttl=64 time=0.283 ms
64 bytes from 10.0.0.2: icmp_seq=690 ttl=64 time=1.63 ms
64 bytes from 10.0.0.2: icmp_seq=691 ttl=64 time=0.180 ms
64 bytes from 10.0.0.2: icmp_seq=692 ttl=64 time=0.690 ms
64 bytes from 10.0.0.2: icmp_seq=693 ttl=64 time=0.386 ms
64 bytes from 10.0.0.2: icmp_seq=694 ttl=64 time=1.00 ms
64 bytes from 10.0.0.2: icmp_seq=695 ttl=64 time=2.06 ms
64 bytes from 10.0.0.2: icmp_seq=696 ttl=64 time=2.72 ms
64 bytes from 10.0.0.2: icmp_seq=697 ttl=64 time=0.120 ms
64 bytes from 10.0.0.2: icmp_seq=698 ttl=64 time=1.71 ms
64 bytes from 10.0.0.2: icmp_seq=699 ttl=64 time=2.40 ms
64 bytes from 10.0.0.2: icmp_seq=700 ttl=64 time=0.269 ms
64 bytes from 10.0.0.2: icmp_seq=701 ttl=64 time=0.156 ms
64 bytes from 10.0.0.2: icmp_seq=702 ttl=64 time=2.08 ms
64 bytes from 10.0.0.2: icmp_seq=703 ttl=64 time=0.568 ms
64 bytes from 10.0.0.2: icmp_seq=704 ttl=64 time=0.183 ms
64 bytes from 10.0.0.2: icmp_seq=705 ttl=64 time=0.125 ms
64 bytes from 10.0.0.2: icmp_seq=706 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=707 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=708 ttl=64 time=2.07 ms
64 bytes from 10.0.0.2: icmp_seq=709 ttl=64 time=0.187 ms
64 bytes from 10.0.0.2: icmp_seq=710 ttl=64 time=1.66 ms
64 bytes from 10.0.0.2: icmp_seq=711 ttl=64 time=8.07 ms
64 bytes from 10.0.0.2: icmp_seq=712 ttl=64 time=2.47 ms
