PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=355 ttl=64 time=0.216 ms
64 bytes from 10.0.0.2: icmp_seq=356 ttl=64 time=0.283 ms
64 bytes from 10.0.0.2: icmp_seq=357 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=358 ttl=64 time=0.153 ms
64 bytes from 10.0.0.2: icmp_seq=359 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=360 ttl=64 time=0.415 ms
64 bytes from 10.0.0.2: icmp_seq=361 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=362 ttl=64 time=0.473 ms
64 bytes from 10.0.0.2: icmp_seq=363 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=364 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=365 ttl=64 time=0.432 ms
64 bytes from 10.0.0.2: icmp_seq=366 ttl=64 time=0.307 ms
64 bytes from 10.0.0.2: icmp_seq=367 ttl=64 time=6.65 ms
64 bytes from 10.0.0.2: icmp_seq=368 ttl=64 time=0.216 ms
64 bytes from 10.0.0.2: icmp_seq=369 ttl=64 time=0.389 ms
64 bytes from 10.0.0.2: icmp_seq=370 ttl=64 time=5.35 ms
64 bytes from 10.0.0.2: icmp_seq=371 ttl=64 time=0.525 ms
64 bytes from 10.0.0.2: icmp_seq=372 ttl=64 time=22.2 ms
64 bytes from 10.0.0.2: icmp_seq=373 ttl=64 time=0.218 ms
64 bytes from 10.0.0.2: icmp_seq=374 ttl=64 time=0.198 ms
64 bytes from 10.0.0.2: icmp_seq=375 ttl=64 time=0.424 ms
64 bytes from 10.0.0.2: icmp_seq=376 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=377 ttl=64 time=12.6 ms
64 bytes from 10.0.0.2: icmp_seq=378 ttl=64 time=0.132 ms
64 bytes from 10.0.0.2: icmp_seq=379 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=380 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=381 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=382 ttl=64 time=0.413 ms
64 bytes from 10.0.0.2: icmp_seq=383 ttl=64 time=0.128 ms
64 bytes from 10.0.0.2: icmp_seq=384 ttl=64 time=0.193 ms
64 bytes from 10.0.0.2: icmp_seq=385 ttl=64 time=0.139 ms
64 bytes from 10.0.0.2: icmp_seq=386 ttl=64 time=0.132 ms
64 bytes from 10.0.0.2: icmp_seq=387 ttl=64 time=0.289 ms
64 bytes from 10.0.0.2: icmp_seq=388 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=389 ttl=64 time=0.404 ms
64 bytes from 10.0.0.2: icmp_seq=390 ttl=64 time=0.419 ms
64 bytes from 10.0.0.2: icmp_seq=391 ttl=64 time=0.399 ms
64 bytes from 10.0.0.2: icmp_seq=392 ttl=64 time=0.411 ms
64 bytes from 10.0.0.2: icmp_seq=393 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=394 ttl=64 time=0.168 ms
64 bytes from 10.0.0.2: icmp_seq=395 ttl=64 time=0.451 ms
64 bytes from 10.0.0.2: icmp_seq=396 ttl=64 time=0.246 ms
64 bytes from 10.0.0.2: icmp_seq=397 ttl=64 time=0.187 ms
64 bytes from 10.0.0.2: icmp_seq=398 ttl=64 time=31.7 ms
64 bytes from 10.0.0.2: icmp_seq=399 ttl=64 time=0.167 ms
64 bytes from 10.0.0.2: icmp_seq=400 ttl=64 time=0.159 ms
64 bytes from 10.0.0.2: icmp_seq=401 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=402 ttl=64 time=0.433 ms
64 bytes from 10.0.0.2: icmp_seq=403 ttl=64 time=0.196 ms
64 bytes from 10.0.0.2: icmp_seq=404 ttl=64 time=0.393 ms
64 bytes from 10.0.0.2: icmp_seq=405 ttl=64 time=0.123 ms
64 bytes from 10.0.0.2: icmp_seq=406 ttl=64 time=0.160 ms
64 bytes from 10.0.0.2: icmp_seq=407 ttl=64 time=0.126 ms
64 bytes from 10.0.0.2: icmp_seq=408 ttl=64 time=32.4 ms
64 bytes from 10.0.0.2: icmp_seq=409 ttl=64 time=17.8 ms
64 bytes from 10.0.0.2: icmp_seq=410 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=411 ttl=64 time=0.463 ms
64 bytes from 10.0.0.2: icmp_seq=412 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=413 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=414 ttl=64 time=0.314 ms
64 bytes from 10.0.0.2: icmp_seq=415 ttl=64 time=0.423 ms
64 bytes from 10.0.0.2: icmp_seq=416 ttl=64 time=0.190 ms
64 bytes from 10.0.0.2: icmp_seq=417 ttl=64 time=0.159 ms
64 bytes from 10.0.0.2: icmp_seq=418 ttl=64 time=0.386 ms
64 bytes from 10.0.0.2: icmp_seq=419 ttl=64 time=12.4 ms
64 bytes from 10.0.0.2: icmp_seq=420 ttl=64 time=0.235 ms
64 bytes from 10.0.0.2: icmp_seq=421 ttl=64 time=2.36 ms
64 bytes from 10.0.0.2: icmp_seq=422 ttl=64 time=0.113 ms
64 bytes from 10.0.0.2: icmp_seq=423 ttl=64 time=0.222 ms
64 bytes from 10.0.0.2: icmp_seq=424 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=425 ttl=64 time=0.606 ms
64 bytes from 10.0.0.2: icmp_seq=426 ttl=64 time=0.534 ms
64 bytes from 10.0.0.2: icmp_seq=427 ttl=64 time=0.388 ms
64 bytes from 10.0.0.2: icmp_seq=428 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=429 ttl=64 time=32.2 ms
64 bytes from 10.0.0.2: icmp_seq=430 ttl=64 time=0.162 ms
64 bytes from 10.0.0.2: icmp_seq=431 ttl=64 time=0.162 ms
64 bytes from 10.0.0.2: icmp_seq=432 ttl=64 time=0.359 ms
64 bytes from 10.0.0.2: icmp_seq=433 ttl=64 time=0.415 ms
64 bytes from 10.0.0.2: icmp_seq=434 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=435 ttl=64 time=0.611 ms
64 bytes from 10.0.0.2: icmp_seq=436 ttl=64 time=0.411 ms
64 bytes from 10.0.0.2: icmp_seq=437 ttl=64 time=0.942 ms
64 bytes from 10.0.0.2: icmp_seq=438 ttl=64 time=0.427 ms
64 bytes from 10.0.0.2: icmp_seq=439 ttl=64 time=0.585 ms
64 bytes from 10.0.0.2: icmp_seq=440 ttl=64 time=16.7 ms
64 bytes from 10.0.0.2: icmp_seq=441 ttl=64 time=0.169 ms
64 bytes from 10.0.0.2: icmp_seq=442 ttl=64 time=0.575 ms
64 bytes from 10.0.0.2: icmp_seq=443 ttl=64 time=0.411 ms
64 bytes from 10.0.0.2: icmp_seq=444 ttl=64 time=0.711 ms
64 bytes from 10.0.0.2: icmp_seq=445 ttl=64 time=0.536 ms
64 bytes from 10.0.0.2: icmp_seq=446 ttl=64 time=0.524 ms
64 bytes from 10.0.0.2: icmp_seq=447 ttl=64 time=0.170 ms
64 bytes from 10.0.0.2: icmp_seq=448 ttl=64 time=0.242 ms
64 bytes from 10.0.0.2: icmp_seq=449 ttl=64 time=0.193 ms
64 bytes from 10.0.0.2: icmp_seq=450 ttl=64 time=0.182 ms
64 bytes from 10.0.0.2: icmp_seq=451 ttl=64 time=17.8 ms
64 bytes from 10.0.0.2: icmp_seq=452 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=453 ttl=64 time=0.168 ms
64 bytes from 10.0.0.2: icmp_seq=454 ttl=64 time=0.433 ms
64 bytes from 10.0.0.2: icmp_seq=455 ttl=64 time=0.406 ms
64 bytes from 10.0.0.2: icmp_seq=456 ttl=64 time=0.480 ms
64 bytes from 10.0.0.2: icmp_seq=457 ttl=64 time=0.396 ms
64 bytes from 10.0.0.2: icmp_seq=458 ttl=64 time=0.406 ms
64 bytes from 10.0.0.2: icmp_seq=459 ttl=64 time=0.370 ms
64 bytes from 10.0.0.2: icmp_seq=460 ttl=64 time=0.419 ms
64 bytes from 10.0.0.2: icmp_seq=461 ttl=64 time=39.4 ms
64 bytes from 10.0.0.2: icmp_seq=462 ttl=64 time=0.404 ms
64 bytes from 10.0.0.2: icmp_seq=463 ttl=64 time=0.399 ms
64 bytes from 10.0.0.2: icmp_seq=464 ttl=64 time=0.854 ms
64 bytes from 10.0.0.2: icmp_seq=465 ttl=64 time=0.385 ms
64 bytes from 10.0.0.2: icmp_seq=466 ttl=64 time=0.343 ms
64 bytes from 10.0.0.2: icmp_seq=467 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=468 ttl=64 time=0.413 ms
64 bytes from 10.0.0.2: icmp_seq=469 ttl=64 time=14.1 ms
64 bytes from 10.0.0.2: icmp_seq=470 ttl=64 time=0.097 ms
64 bytes from 10.0.0.2: icmp_seq=471 ttl=64 time=6.09 ms
64 bytes from 10.0.0.2: icmp_seq=472 ttl=64 time=0.502 ms
64 bytes from 10.0.0.2: icmp_seq=473 ttl=64 time=0.436 ms
64 bytes from 10.0.0.2: icmp_seq=474 ttl=64 time=0.376 ms
64 bytes from 10.0.0.2: icmp_seq=475 ttl=64 time=0.376 ms
64 bytes from 10.0.0.2: icmp_seq=476 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=477 ttl=64 time=7.09 ms
64 bytes from 10.0.0.2: icmp_seq=478 ttl=64 time=0.423 ms
64 bytes from 10.0.0.2: icmp_seq=479 ttl=64 time=0.523 ms
64 bytes from 10.0.0.2: icmp_seq=480 ttl=64 time=0.126 ms
64 bytes from 10.0.0.2: icmp_seq=481 ttl=64 time=0.567 ms
64 bytes from 10.0.0.2: icmp_seq=482 ttl=64 time=0.352 ms
64 bytes from 10.0.0.2: icmp_seq=483 ttl=64 time=0.340 ms
64 bytes from 10.0.0.2: icmp_seq=484 ttl=64 time=0.458 ms
64 bytes from 10.0.0.2: icmp_seq=485 ttl=64 time=0.447 ms
64 bytes from 10.0.0.2: icmp_seq=486 ttl=64 time=0.180 ms
64 bytes from 10.0.0.2: icmp_seq=487 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=488 ttl=64 time=0.500 ms
64 bytes from 10.0.0.2: icmp_seq=489 ttl=64 time=0.500 ms
64 bytes from 10.0.0.2: icmp_seq=490 ttl=64 time=0.621 ms
64 bytes from 10.0.0.2: icmp_seq=491 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=492 ttl=64 time=0.142 ms
64 bytes from 10.0.0.2: icmp_seq=493 ttl=64 time=0.150 ms
64 bytes from 10.0.0.2: icmp_seq=494 ttl=64 time=0.397 ms
64 bytes from 10.0.0.2: icmp_seq=495 ttl=64 time=0.459 ms
64 bytes from 10.0.0.2: icmp_seq=496 ttl=64 time=0.152 ms
64 bytes from 10.0.0.2: icmp_seq=497 ttl=64 time=0.381 ms
64 bytes from 10.0.0.2: icmp_seq=498 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=499 ttl=64 time=1.29 ms
64 bytes from 10.0.0.2: icmp_seq=500 ttl=64 time=10.5 ms
64 bytes from 10.0.0.2: icmp_seq=501 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=502 ttl=64 time=0.399 ms
64 bytes from 10.0.0.2: icmp_seq=503 ttl=64 time=0.316 ms
64 bytes from 10.0.0.2: icmp_seq=504 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=505 ttl=64 time=0.425 ms
64 bytes from 10.0.0.2: icmp_seq=506 ttl=64 time=0.439 ms
64 bytes from 10.0.0.2: icmp_seq=507 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=508 ttl=64 time=0.426 ms
64 bytes from 10.0.0.2: icmp_seq=509 ttl=64 time=0.435 ms
64 bytes from 10.0.0.2: icmp_seq=510 ttl=64 time=0.651 ms
64 bytes from 10.0.0.2: icmp_seq=511 ttl=64 time=0.495 ms
64 bytes from 10.0.0.2: icmp_seq=512 ttl=64 time=0.472 ms
64 bytes from 10.0.0.2: icmp_seq=513 ttl=64 time=0.465 ms
64 bytes from 10.0.0.2: icmp_seq=514 ttl=64 time=7.94 ms
64 bytes from 10.0.0.2: icmp_seq=515 ttl=64 time=0.095 ms
64 bytes from 10.0.0.2: icmp_seq=516 ttl=64 time=0.202 ms
64 bytes from 10.0.0.2: icmp_seq=517 ttl=64 time=18.8 ms
64 bytes from 10.0.0.2: icmp_seq=518 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_seq=519 ttl=64 time=0.229 ms
64 bytes from 10.0.0.2: icmp_seq=520 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=521 ttl=64 time=0.377 ms
64 bytes from 10.0.0.2: icmp_seq=522 ttl=64 time=0.461 ms
64 bytes from 10.0.0.2: icmp_seq=523 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=524 ttl=64 time=0.407 ms
64 bytes from 10.0.0.2: icmp_seq=525 ttl=64 time=11.8 ms
64 bytes from 10.0.0.2: icmp_seq=526 ttl=64 time=0.162 ms
64 bytes from 10.0.0.2: icmp_seq=527 ttl=64 time=0.138 ms
64 bytes from 10.0.0.2: icmp_seq=528 ttl=64 time=0.459 ms
64 bytes from 10.0.0.2: icmp_seq=529 ttl=64 time=0.463 ms
64 bytes from 10.0.0.2: icmp_seq=530 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=531 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=532 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=533 ttl=64 time=0.459 ms
64 bytes from 10.0.0.2: icmp_seq=534 ttl=64 time=0.405 ms
64 bytes from 10.0.0.2: icmp_seq=535 ttl=64 time=0.127 ms
64 bytes from 10.0.0.2: icmp_seq=536 ttl=64 time=0.162 ms
64 bytes from 10.0.0.2: icmp_seq=537 ttl=64 time=0.125 ms
64 bytes from 10.0.0.2: icmp_seq=538 ttl=64 time=0.168 ms
64 bytes from 10.0.0.2: icmp_seq=539 ttl=64 time=0.440 ms
64 bytes from 10.0.0.2: icmp_seq=540 ttl=64 time=0.429 ms
64 bytes from 10.0.0.2: icmp_seq=541 ttl=64 time=0.149 ms
64 bytes from 10.0.0.2: icmp_seq=542 ttl=64 time=0.123 ms
64 bytes from 10.0.0.2: icmp_seq=543 ttl=64 time=0.428 ms
64 bytes from 10.0.0.2: icmp_seq=544 ttl=64 time=0.461 ms
64 bytes from 10.0.0.2: icmp_seq=545 ttl=64 time=0.483 ms
64 bytes from 10.0.0.2: icmp_seq=546 ttl=64 time=15.5 ms
64 bytes from 10.0.0.2: icmp_seq=547 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=548 ttl=64 time=0.163 ms
64 bytes from 10.0.0.2: icmp_seq=549 ttl=64 time=0.431 ms
64 bytes from 10.0.0.2: icmp_seq=550 ttl=64 time=0.164 ms
64 bytes from 10.0.0.2: icmp_seq=551 ttl=64 time=0.142 ms
64 bytes from 10.0.0.2: icmp_seq=552 ttl=64 time=0.404 ms
64 bytes from 10.0.0.2: icmp_seq=553 ttl=64 time=0.389 ms
64 bytes from 10.0.0.2: icmp_seq=554 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=555 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=556 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=557 ttl=64 time=0.149 ms
64 bytes from 10.0.0.2: icmp_seq=558 ttl=64 time=0.211 ms
64 bytes from 10.0.0.2: icmp_seq=559 ttl=64 time=0.162 ms
64 bytes from 10.0.0.2: icmp_seq=560 ttl=64 time=0.188 ms
64 bytes from 10.0.0.2: icmp_seq=561 ttl=64 time=0.442 ms
64 bytes from 10.0.0.2: icmp_seq=562 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_seq=563 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=564 ttl=64 time=0.220 ms
64 bytes from 10.0.0.2: icmp_seq=565 ttl=64 time=0.128 ms
64 bytes from 10.0.0.2: icmp_seq=566 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=567 ttl=64 time=0.291 ms
64 bytes from 10.0.0.2: icmp_seq=568 ttl=64 time=0.478 ms
64 bytes from 10.0.0.2: icmp_seq=569 ttl=64 time=0.421 ms
64 bytes from 10.0.0.2: icmp_seq=570 ttl=64 time=0.430 ms
64 bytes from 10.0.0.2: icmp_seq=571 ttl=64 time=0.452 ms
64 bytes from 10.0.0.2: icmp_seq=572 ttl=64 time=0.437 ms
64 bytes from 10.0.0.2: icmp_seq=573 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=574 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=575 ttl=64 time=0.449 ms
64 bytes from 10.0.0.2: icmp_seq=576 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=577 ttl=64 time=0.442 ms
64 bytes from 10.0.0.2: icmp_seq=578 ttl=64 time=0.299 ms
64 bytes from 10.0.0.2: icmp_seq=579 ttl=64 time=0.152 ms
64 bytes from 10.0.0.2: icmp_seq=580 ttl=64 time=0.444 ms
64 bytes from 10.0.0.2: icmp_seq=581 ttl=64 time=0.366 ms
64 bytes from 10.0.0.2: icmp_seq=582 ttl=64 time=0.455 ms
64 bytes from 10.0.0.2: icmp_seq=583 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=584 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=585 ttl=64 time=0.186 ms
64 bytes from 10.0.0.2: icmp_seq=586 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=587 ttl=64 time=0.378 ms
64 bytes from 10.0.0.2: icmp_seq=588 ttl=64 time=32.8 ms
64 bytes from 10.0.0.2: icmp_seq=589 ttl=64 time=11.9 ms
64 bytes from 10.0.0.2: icmp_seq=590 ttl=64 time=0.160 ms
64 bytes from 10.0.0.2: icmp_seq=591 ttl=64 time=0.380 ms
64 bytes from 10.0.0.2: icmp_seq=592 ttl=64 time=0.431 ms
64 bytes from 10.0.0.2: icmp_seq=593 ttl=64 time=0.364 ms
64 bytes from 10.0.0.2: icmp_seq=594 ttl=64 time=0.170 ms
64 bytes from 10.0.0.2: icmp_seq=595 ttl=64 time=0.444 ms
64 bytes from 10.0.0.2: icmp_seq=596 ttl=64 time=0.437 ms
64 bytes from 10.0.0.2: icmp_seq=597 ttl=64 time=0.444 ms
64 bytes from 10.0.0.2: icmp_seq=598 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=599 ttl=64 time=0.440 ms
64 bytes from 10.0.0.2: icmp_seq=600 ttl=64 time=0.275 ms
64 bytes from 10.0.0.2: icmp_seq=601 ttl=64 time=0.164 ms
64 bytes from 10.0.0.2: icmp_seq=602 ttl=64 time=0.577 ms
64 bytes from 10.0.0.2: icmp_seq=603 ttl=64 time=0.143 ms
64 bytes from 10.0.0.2: icmp_seq=604 ttl=64 time=0.415 ms
64 bytes from 10.0.0.2: icmp_seq=605 ttl=64 time=0.426 ms
64 bytes from 10.0.0.2: icmp_seq=606 ttl=64 time=0.383 ms
64 bytes from 10.0.0.2: icmp_seq=607 ttl=64 time=0.134 ms
64 bytes from 10.0.0.2: icmp_seq=608 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=609 ttl=64 time=0.617 ms
64 bytes from 10.0.0.2: icmp_seq=610 ttl=64 time=0.557 ms
64 bytes from 10.0.0.2: icmp_seq=611 ttl=64 time=1.92 ms
64 bytes from 10.0.0.2: icmp_seq=612 ttl=64 time=0.320 ms
64 bytes from 10.0.0.2: icmp_seq=613 ttl=64 time=0.160 ms
64 bytes from 10.0.0.2: icmp_seq=614 ttl=64 time=11.8 ms
64 bytes from 10.0.0.2: icmp_seq=615 ttl=64 time=0.497 ms
64 bytes from 10.0.0.2: icmp_seq=616 ttl=64 time=0.450 ms
64 bytes from 10.0.0.2: icmp_seq=617 ttl=64 time=0.433 ms
64 bytes from 10.0.0.2: icmp_seq=618 ttl=64 time=0.447 ms
64 bytes from 10.0.0.2: icmp_seq=619 ttl=64 time=0.410 ms
64 bytes from 10.0.0.2: icmp_seq=620 ttl=64 time=0.458 ms
64 bytes from 10.0.0.2: icmp_seq=621 ttl=64 time=0.314 ms
64 bytes from 10.0.0.2: icmp_seq=622 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=623 ttl=64 time=0.215 ms
64 bytes from 10.0.0.2: icmp_seq=624 ttl=64 time=0.449 ms
64 bytes from 10.0.0.2: icmp_seq=625 ttl=64 time=0.452 ms
64 bytes from 10.0.0.2: icmp_seq=626 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=627 ttl=64 time=0.517 ms
64 bytes from 10.0.0.2: icmp_seq=628 ttl=64 time=0.398 ms
64 bytes from 10.0.0.2: icmp_seq=629 ttl=64 time=0.486 ms
64 bytes from 10.0.0.2: icmp_seq=630 ttl=64 time=3.46 ms
64 bytes from 10.0.0.2: icmp_seq=631 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=632 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=633 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=634 ttl=64 time=0.479 ms
64 bytes from 10.0.0.2: icmp_seq=635 ttl=64 time=0.467 ms
64 bytes from 10.0.0.2: icmp_seq=636 ttl=64 time=0.610 ms
64 bytes from 10.0.0.2: icmp_seq=637 ttl=64 time=0.571 ms
64 bytes from 10.0.0.2: icmp_seq=638 ttl=64 time=0.539 ms
64 bytes from 10.0.0.2: icmp_seq=639 ttl=64 time=0.430 ms
64 bytes from 10.0.0.2: icmp_seq=640 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=641 ttl=64 time=0.150 ms
64 bytes from 10.0.0.2: icmp_seq=642 ttl=64 time=0.318 ms
64 bytes from 10.0.0.2: icmp_seq=643 ttl=64 time=0.143 ms
64 bytes from 10.0.0.2: icmp_seq=644 ttl=64 time=0.387 ms
64 bytes from 10.0.0.2: icmp_seq=645 ttl=64 time=0.522 ms
64 bytes from 10.0.0.2: icmp_seq=646 ttl=64 time=0.394 ms
64 bytes from 10.0.0.2: icmp_seq=647 ttl=64 time=0.406 ms
64 bytes from 10.0.0.2: icmp_seq=648 ttl=64 time=0.541 ms
64 bytes from 10.0.0.2: icmp_seq=649 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=650 ttl=64 time=0.466 ms
64 bytes from 10.0.0.2: icmp_seq=651 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=652 ttl=64 time=0.435 ms
64 bytes from 10.0.0.2: icmp_seq=653 ttl=64 time=11.4 ms
64 bytes from 10.0.0.2: icmp_seq=654 ttl=64 time=0.626 ms
64 bytes from 10.0.0.2: icmp_seq=655 ttl=64 time=0.563 ms
64 bytes from 10.0.0.2: icmp_seq=656 ttl=64 time=0.390 ms
64 bytes from 10.0.0.2: icmp_seq=657 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=658 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=659 ttl=64 time=0.399 ms
64 bytes from 10.0.0.2: icmp_seq=660 ttl=64 time=0.145 ms
64 bytes from 10.0.0.2: icmp_seq=661 ttl=64 time=0.135 ms
64 bytes from 10.0.0.2: icmp_seq=662 ttl=64 time=48.1 ms
64 bytes from 10.0.0.2: icmp_seq=663 ttl=64 time=0.228 ms
64 bytes from 10.0.0.2: icmp_seq=664 ttl=64 time=22.3 ms
64 bytes from 10.0.0.2: icmp_seq=665 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=666 ttl=64 time=0.123 ms
64 bytes from 10.0.0.2: icmp_seq=667 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=668 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=669 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=670 ttl=64 time=0.190 ms
64 bytes from 10.0.0.2: icmp_seq=671 ttl=64 time=0.407 ms
64 bytes from 10.0.0.2: icmp_seq=672 ttl=64 time=0.455 ms
64 bytes from 10.0.0.2: icmp_seq=673 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=674 ttl=64 time=23.0 ms
64 bytes from 10.0.0.2: icmp_seq=675 ttl=64 time=10.4 ms
64 bytes from 10.0.0.2: icmp_seq=676 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=677 ttl=64 time=0.406 ms
64 bytes from 10.0.0.2: icmp_seq=678 ttl=64 time=0.391 ms
64 bytes from 10.0.0.2: icmp_seq=679 ttl=64 time=0.147 ms
64 bytes from 10.0.0.2: icmp_seq=680 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=681 ttl=64 time=0.461 ms
64 bytes from 10.0.0.2: icmp_seq=682 ttl=64 time=0.455 ms
64 bytes from 10.0.0.2: icmp_seq=683 ttl=64 time=0.453 ms
64 bytes from 10.0.0.2: icmp_seq=684 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=685 ttl=64 time=0.299 ms
64 bytes from 10.0.0.2: icmp_seq=686 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=687 ttl=64 time=0.171 ms
64 bytes from 10.0.0.2: icmp_seq=688 ttl=64 time=0.447 ms
64 bytes from 10.0.0.2: icmp_seq=689 ttl=64 time=0.187 ms
64 bytes from 10.0.0.2: icmp_seq=690 ttl=64 time=0.517 ms
64 bytes from 10.0.0.2: icmp_seq=691 ttl=64 time=0.433 ms
64 bytes from 10.0.0.2: icmp_seq=692 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=693 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=694 ttl=64 time=0.390 ms
64 bytes from 10.0.0.2: icmp_seq=695 ttl=64 time=0.465 ms
64 bytes from 10.0.0.2: icmp_seq=696 ttl=64 time=16.4 ms
64 bytes from 10.0.0.2: icmp_seq=697 ttl=64 time=11.8 ms
64 bytes from 10.0.0.2: icmp_seq=698 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=699 ttl=64 time=0.451 ms
64 bytes from 10.0.0.2: icmp_seq=700 ttl=64 time=0.527 ms
64 bytes from 10.0.0.2: icmp_seq=701 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=702 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=703 ttl=64 time=0.512 ms
64 bytes from 10.0.0.2: icmp_seq=704 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=705 ttl=64 time=0.493 ms
64 bytes from 10.0.0.2: icmp_seq=706 ttl=64 time=0.435 ms
64 bytes from 10.0.0.2: icmp_seq=707 ttl=64 time=0.421 ms
64 bytes from 10.0.0.2: icmp_seq=708 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=709 ttl=64 time=0.457 ms
64 bytes from 10.0.0.2: icmp_seq=710 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=711 ttl=64 time=11.2 ms
64 bytes from 10.0.0.2: icmp_seq=712 ttl=64 time=0.144 ms
