1732573769.027478,0
1732573769.130793,8
1732573769.239080,9
1732573769.349681,10
1732573769.459615,11
1732573769.569812,11
1732573769.676394,12
1732573769.779023,12
1732573769.888701,13
1732573769.998696,13
1732573770.106790,11
1732573770.217027,10
1732573770.327737,14
1732573770.430595,18
1732573770.540801,16
1732573770.650510,16
1732573770.757281,17
1732573770.866942,17
1732573770.977748,16
1732573771.081074,16
1732573771.190768,16
1732573771.300655,16
1732573771.404475,16
1732573771.514185,16
1732573771.624099,16
1732573771.734904,14
1732573771.837680,11
1732573771.947329,7
1732573772.057798,3
1732573772.162533,4
1732573772.272973,4
1732573772.383379,5
1732573772.493840,5
1732573772.603653,5
1732573772.706801,5
1732573772.809030,6
1732573772.916015,6
1732573773.025491,6
1732573773.135201,6
1732573773.246165,6
1732573773.350684,6
1732573773.460250,6
1732573773.563144,7
1732573773.667136,6
1732573773.773791,6
1732573773.883498,6
1732573773.994143,6
1732573774.104126,6
1732573774.213834,5
1732573774.324413,6
1732573774.434930,6
1732573774.545141,5
1732573774.652297,5
1732573774.762032,7
1732573774.872004,7
1732573774.982395,6
1732573775.092458,8
1732573775.202876,7
1732573775.313728,6
1732573775.420156,5
1732573775.529869,6
1732573775.640311,5
1732573775.751097,5
1732573775.854147,5
1732573775.958552,7
1732573776.062892,6
1732573776.166993,7
1732573776.276409,6
1732573776.381919,6
1732573776.492317,7
1732573776.602930,6
1732573776.706294,7
1732573776.816100,7
1732573776.925933,6
1732573777.036074,7
1732573777.142939,6
1732573777.252790,6
1732573777.370135,6
1732573777.480183,6
1732573777.590136,6
1732573777.700046,6
1732573777.809757,7
1732573777.915687,6
1732573778.024873,6
1732573778.134564,6
1732573778.244165,5
1732573778.354472,6
1732573778.464982,6
1732573778.575336,5
1732573778.678694,5
1732573778.788554,6
1732573778.893307,6
1732573779.003496,6
1732573779.113970,3
1732573779.224657,3
1732573779.334874,2
1732573779.445123,5
1732573779.555530,7
1732573779.666064,8
1732573779.776514,10
1732573779.882979,10
1732573779.992594,10
1732573780.103355,10
1732573780.213316,11
1732573780.323517,12
1732573780.434037,12
1732573780.544332,12
1732573780.654689,11
1732573780.758933,11
1732573780.868572,10
1732573780.979743,9
1732573781.089924,11
1732573781.199873,11
1732573781.304509,11
1732573781.414461,10
1732573781.522312,11
1732573781.651362,9
1732573781.761369,11
1732573781.871294,11
1732573781.981747,9
1732573782.091378,9
1732573782.201570,10
1732573782.312190,9
1732573782.422437,11
1732573782.533175,10
1732573782.643984,11
1732573782.754536,11
1732573782.857687,12
1732573782.961743,11
1732573783.067237,12
1732573783.170425,11
1732573783.280471,12
1732573783.391173,12
1732573783.501604,10
1732573783.611832,11
1732573783.714657,9
1732573783.818294,9
1732573783.922485,9
1732573784.024999,9
1732573784.134611,9
1732573784.244744,9
1732573784.354524,9
1732573784.457316,10
1732573784.559666,8
1732573784.669811,9
1732573784.772665,9
1732573784.875218,9
1732573784.977678,9
1732573785.081681,9
1732573785.184419,10
1732573785.294014,9
1732573785.397467,12
1732573785.499869,10
1732573785.609454,11
1732573785.715836,11
1732573785.818462,11
1732573785.920884,11
1732573786.023510,11
1732573786.126339,11
1732573786.228796,11
1732573786.331957,11
1732573786.435629,9
1732573786.539635,11
1732573786.644140,11
1732573786.753891,9
1732573786.864080,11
1732573786.967014,11
1732573787.076655,12
1732573787.186691,11
1732573787.297517,11
1732573787.407511,9
1732573787.518047,9
1732573787.628751,10
1732573787.732123,9
1732573787.835131,9
1732573787.941701,10
1732573788.051628,10
1732573788.161393,10
1732573788.271442,10
1732573788.381303,9
1732573788.491812,9
1732573788.597729,9
1732573788.700129,10
1732573788.809662,10
1732573788.915803,10
1732573789.025981,10
1732573789.136296,10
1732573789.246878,11
1732573789.350431,7
1732573789.460901,2
1732573789.571798,3
1732573789.682702,2
1732573789.793369,4
1732573789.897243,6
1732573790.007206,8
1732573790.117160,10
1732573790.221403,10
1732573790.330820,10
1732573790.440745,10
1732573790.550582,10
1732573790.660455,11
1732573790.770753,10
1732573790.880730,10
1732573790.990986,9
1732573791.100750,11
1732573791.210881,10
1732573791.320831,11
1732573791.423730,9
1732573791.527837,10
1732573791.637352,8
1732573791.748739,8
1732573791.852449,8
1732573791.961977,9
1732573792.068703,9
1732573792.178747,8
1732573792.282564,9
1732573792.385322,11
1732573792.487689,11
1732573792.597088,11
1732573792.706931,10
1732573792.817371,8
1732573792.928188,9
1732573793.038079,9
1732573793.148928,10
1732573793.258841,9
1732573793.369613,10
1732573793.480058,9
1732573793.586984,9
1732573793.696891,10
1732573793.799617,8
1732573793.909049,9
1732573794.018958,9
1732573794.129806,9
1732573794.240275,9
1732573794.350821,9
1732573794.454071,8
1732573794.563792,9
1732573794.673580,10
1732573794.783898,9
1732573794.889203,9
1732573794.999105,10
1732573795.104945,10
1732573795.214861,9
1732573795.325485,10
1732573795.435915,11
1732573795.546095,9
1732573795.657033,9
1732573795.767349,9
1732573795.870234,9
