1732573664.913989,0
1732573665.022107,13
1732573665.131931,20
1732573665.242095,27
1732573665.352125,35
1732573665.462352,42
1732573665.572275,51
1732573665.682487,56
1732573665.792333,65
1732573665.902081,72
1732573666.011934,80
1732573666.121961,88
1732573666.232006,95
1732573666.341827,100
1732573666.451465,100
1732573666.560986,100
1732573666.671025,100
1732573666.780764,100
1732573666.890543,100
1732573667.000393,100
1732573667.104019,100
1732573667.213478,100
1732573667.323877,99
1732573667.426660,100
1732573667.536105,100
1732573667.646430,100
1732573667.756772,100
1732573667.859807,100
1732573667.965598,100
1732573668.074987,100
1732573668.184757,100
1732573668.294308,100
1732573668.399625,99
1732573668.508861,99
1732573668.613453,100
1732573668.722721,100
1732573668.832349,97
1732573668.942220,99
1732573669.045506,100
1732573669.155972,100
1732573669.265869,100
1732573669.375898,99
1732573669.486444,99
1732573669.597256,99
1732573669.707548,98
1732573669.810466,98
1732573669.921031,98
1732573670.024409,99
1732573670.134041,98
1732573670.236814,99
1732573670.346267,100
1732573670.456161,99
1732573670.564439,99
1732573670.667223,99
1732573670.775796,99
1732573670.878479,98
1732573670.988351,99
1732573671.098136,100
1732573671.208182,99
1732573671.318047,99
1732573671.427789,99
1732573671.534893,99
1732573671.644717,99
1732573671.754715,99
1732573671.858419,100
1732573671.968068,99
1732573672.078019,100
1732573672.184437,99
1732573672.286927,100
1732573672.389081,95
1732573672.493056,88
1732573672.602911,82
1732573672.707120,82
1732573672.817275,82
1732573672.927052,83
1732573673.037039,84
1732573673.143513,84
1732573673.246465,83
1732573673.349303,83
1732573673.452065,85
1732573673.554860,85
1732573673.657966,84
1732573673.767508,83
1732573673.870843,82
1732573673.980304,81
1732573674.083081,81
1732573674.185585,81
1732573674.288603,81
1732573674.391343,81
1732573674.493847,81
1732573674.603501,81
1732573674.714116,80
1732573674.816702,81
1732573674.919363,81
1732573675.021748,81
1732573675.124263,81
1732573675.226906,81
1732573675.329977,80
1732573675.440284,82
1732573675.544559,82
1732573675.647510,82
1732573675.757068,82
1732573675.860228,83
1732573675.965719,82
1732573676.068514,82
1732573676.170912,83
1732573676.304911,81
1732573676.414915,83
1732573676.525133,82
1732573676.635421,81
1732573676.746078,81
1732573676.849039,80
1732573676.958746,80
1732573677.061951,79
1732573677.164595,80
1732573677.266931,80
1732573677.376417,80
1732573677.479432,80
1732573677.582097,80
1732573677.691321,80
1732573677.800977,80
1732573677.903662,80
1732573678.006115,81
1732573678.115489,81
1732573678.218463,81
1732573678.327896,81
1732573678.437648,81
1732573678.547523,81
1732573678.658216,80
1732573678.769598,79
1732573678.879353,79
1732573678.989989,78
1732573679.099973,79
1732573679.202963,78
1732573679.312932,78
1732573679.423523,78
1732573679.533303,78
1732573679.643506,79
1732573679.756885,78
1732573679.866607,78
1732573679.977789,77
1732573680.087366,77
1732573680.197341,77
1732573680.306436,78
1732573680.416290,78
1732573680.526699,77
1732573680.633135,77
1732573680.742893,76
1732573680.846513,76
1732573680.955912,76
1732573681.066591,78
1732573681.169447,78
1732573681.279467,77
1732573681.389472,78
1732573681.493861,77
1732573681.604167,78
1732573681.707736,78
1732573681.818132,78
1732573681.927735,78
1732573682.038049,78
1732573682.148024,78
1732573682.258011,77
1732573682.368404,76
1732573682.478830,76
1732573682.582909,75
1732573682.692924,76
1732573682.802984,75
1732573682.913041,75
1732573683.023503,75
1732573683.133210,76
1732573683.240704,75
1732573683.350326,75
1732573683.455450,75
1732573683.565655,75
1732573683.675401,75
1732573683.779476,75
1732573683.883833,75
1732573683.993577,75
1732573684.103967,75
1732573684.214468,76
1732573684.318398,76
1732573684.420822,76
1732573684.523583,76
1732573684.626123,75
1732573684.735898,74
1732573684.839075,74
1732573684.941428,74
1732573685.045848,74
1732573685.149392,75
1732573685.254300,75
1732573685.364123,75
1732573685.475681,74
1732573685.585743,75
1732573685.695901,75
1732573685.806134,75
1732573685.916118,75
1732573686.026404,75
1732573686.136769,75
1732573686.247284,75
1732573686.357815,74
1732573686.467911,74
1732573686.571402,74
1732573686.676244,74
1732573686.783662,74
1732573686.894084,73
1732573687.003820,74
1732573687.114327,74
1732573687.224080,74
1732573687.327389,74
1732573687.429949,74
1732573687.532195,74
1732573687.634817,75
1732573687.737208,76
1732573687.840213,76
1732573687.943490,76
1732573688.045906,76
1732573688.148458,76
1732573688.251147,76
1732573688.353417,76
1732573688.455863,76
1732573688.558535,77
1732573688.661483,77
1732573688.769028,77
1732573688.871793,77
1732573688.981839,77
1732573689.091802,77
1732573689.201371,77
1732573689.305514,77
1732573689.414961,77
1732573689.524781,77
1732573689.632023,77
1732573689.741897,77
1732573689.844645,77
1732573689.947501,77
1732573690.050051,77
1732573690.152544,77
